employee_id,zone,region,urbanity,home_lat,home_lon,job_family,shift_worker,shift_pattern,offpeak_travel,days_on_site_per_week,commute_days_per_month,age,has_children_under12,car_available,green_attitude,already_has_dticket,field_role,boarding_station,boarding_station_id,access_km,access_mode,access_min,wait_min,ride_and_lastmile_min,transfers,pt_total_min,car_km_still_driven,car_km_one_way,car_total_min,car_cost_eur_month,commute_band,pt_vs_car_min,pt_car_time_ratio,active_mobility_candidate
SYN-00220,Hamburg-Winterhude,Hamburg,urban_core,53.60802,9.99451,Lab & R&D,False,Day (08:00),False,5,19.5,46,True,True,2.223,False,False,Alsterdorf,alsterdorf,1.94,Feeder bus,14.8,2.0,33.1,0,50.0,0.0,12.72,26.2,148.79,46–60 min,23.8,1.91,False
SYN-00221,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.66516,10.1352,Office & Commercial,False,Day (08:00),False,2,7.8,49,True,True,0.576,False,False,Poppenbüttel,poppenbuettel,4.48,Feeder bus,22.5,4.0,40.2,0,66.7,0.0,8.55,16.6,39.99,> 60 min,50.1,4.02,False
SYN-00222,Hamburg-Eimsbüttel,Hamburg,urban_core,53.58888,9.95025,Office & Commercial,False,Day (08:00),False,2,7.8,50,False,True,-1.576,False,False,Hudtwalckerstraße,hudtwalckerstrasse,3.8,Feeder bus,20.4,2.0,36.5,0,58.9,0.0,17.03,29.0,79.7,46–60 min,29.9,2.03,False
SYN-00223,Hamburg-Billstedt/Horn,Hamburg,urban,53.54706,10.1153,Office & Commercial,False,Day (08:00),False,3,11.7,58,True,True,-1.889,False,False,Billstedt,billstedt,1.61,Feeder bus,13.8,2.0,63.7,1,79.5,0.0,21.88,31.3,153.58,> 60 min,48.2,2.54,False
SYN-00224,Ahrensburg,Kr. Stormarn,suburban,53.68216,10.23317,Production & Technical,False,Day (08:00),False,5,19.5,42,True,True,-1.084,False,False,Ahrensburg (DB),ahrensburg,1.61,Feeder bus,13.8,6.0,67.2,2,87.1,0.0,16.62,24.0,194.43,> 60 min,63.1,3.63,False
SYN-00225,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.64782,10.10014,Office & Commercial,False,Day (08:00),False,4,15.6,44,False,True,1.44,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,23.9,0,34.9,0.0,7.57,15.6,70.87,31–45 min,19.3,2.24,False
SYN-00226,Tornesch,Kr. Pinneberg,rural,53.69455,9.72466,Office & Commercial,False,Day (08:00),False,2,7.8,52,False,True,0.424,False,False,Tornesch,tornesch,1.22,Feeder bus,12.7,6.0,81.0,1,99.7,0.0,28.62,31.9,133.96,> 60 min,67.8,3.13,False
SYN-00227,Norderstedt,Kr. Segeberg,suburban,53.69725,9.98911,Production & Technical,True,Early (06:00),True,5,19.5,37,True,True,1.607,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,16.8,0,27.8,0.0,5.32,13.1,62.28,≤ 30 min,14.7,2.12,False
SYN-00228,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.54925,9.93703,Production & Technical,True,Early (06:00),True,5,19.5,27,False,False,0.61,True,False,Stephansplatz,stephansplatz,4.59,Feeder bus,22.8,3.6,43.4,0,69.8,0.0,22.85,31.7,267.35,> 60 min,38.1,2.2,False
SYN-00229,Hamburg-Rahlstedt,Hamburg,suburban,53.59967,10.19134,Lab & R&D,False,Day (08:00),False,4,15.6,47,False,True,-0.393,False,False,Farmsen,farmsen,7.58,Park+Ride,18.1,2.0,61.3,3,81.4,7.58,18.38,25.3,172.08,> 60 min,56.1,3.22,False
SYN-00230,Hamburg-Langenhorn,Hamburg,urban,53.67265,10.03823,Office & Commercial,False,Day (08:00),False,5,19.5,40,True,True,-1.064,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,7.2,0,18.2,0.0,2.27,11.2,26.52,≤ 30 min,7.0,1.62,True
SYN-00231,Hamburg-Langenhorn,Hamburg,urban,53.68706,10.03248,Office & Commercial,False,Day (08:00),False,4,15.6,29,False,True,0.716,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,3.9,0,14.9,0.0,1.24,8.9,11.6,≤ 30 min,6.0,1.67,True
SYN-00232,Hamburg-Barmbek,Hamburg,urban_core,53.57235,10.04046,Office & Commercial,False,Day (08:00),False,4,15.6,48,False,True,0.054,False,False,Barmbek,barmbek,2.07,Feeder bus,15.2,2.0,40.5,1,57.7,0.0,17.21,29.1,161.1,46–60 min,28.6,1.98,False
SYN-00233,Bargteheide,Kr. Stormarn,rural,53.72992,10.26223,Production & Technical,True,Late (14:00),True,5,19.5,58,False,True,-0.801,False,False,Bargteheide,bargteheide,0.36,Walk,4.6,6.0,79.9,2,90.5,0.0,20.23,26.7,236.7,> 60 min,63.8,3.39,False
SYN-00234,Hamburg-Wandsbek,Hamburg,urban,53.56964,10.06036,Office & Commercial,False,Day (08:00),False,2,7.8,24,False,True,2.068,False,False,Hasselbrook,hasselbrook,0.99,Feeder bus,12.0,4.0,43.8,1,59.8,0.0,17.65,29.3,82.62,46–60 min,30.5,2.04,False
SYN-00235,Elmshorn,Kr. Pinneberg,suburban,53.74411,9.65201,Production & Technical,False,Day (08:00),False,5,19.5,53,True,True,-0.41,False,False,Elmshorn,elmshorn,1.3,Feeder bus,12.9,6.0,80.1,1,99.0,0.0,36.07,36.1,422.05,> 60 min,62.9,2.74,False
SYN-00236,Hamburg-Neugraben,Hamburg,suburban,53.44801,9.8794,Production & Technical,True,Early (06:00),True,5,19.5,20,False,True,1.598,False,False,Neuwiedenthal,neuwiedenthal,3.43,Feeder bus,19.3,6.0,75.6,1,100.9,0.0,38.84,47.4,454.38,> 60 min,53.5,2.13,False
SYN-00237,Hamburg-Eppendorf,Hamburg,urban_core,53.58386,9.98735,Office & Commercial,False,Day (08:00),False,2,7.8,38,True,False,-1.171,True,False,Kellinghusenstraße,kellinghusenstrasse,0.55,Walk,6.9,2.0,37.8,0,46.7,0.0,16.34,28.6,76.49,46–60 min,18.1,1.63,False
SYN-00238,Hamburg-Wilhelmsburg,Hamburg,urban,53.50908,10.03623,Production & Technical,True,Late (14:00),True,5,19.5,62,True,True,2.505,False,False,Elbbrücken,elbbruecken,3.8,Feeder bus,20.4,3.6,57.2,1,81.2,0.0,26.72,42.0,312.58,> 60 min,39.2,1.93,False
SYN-00239,Norderstedt,Kr. Segeberg,suburban,53.71946,9.94891,Office & Commercial,False,Day (08:00),False,2,7.8,38,True,True,-0.407,True,False,Norderstedt Mitte,norderstedt_mitte,4.03,Feeder bus,21.1,2.0,23.0,0,46.1,0.0,9.94,18.1,46.54,46–60 min,28.0,2.55,False
SYN-00240,Hamburg-Langenhorn,Hamburg,urban,53.67766,10.04642,Production & Technical,False,Day (08:00),False,5,19.5,43,False,True,0.841,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,4.4,0,15.4,0.0,1.39,9.2,16.32,≤ 30 min,6.2,1.67,True
SYN-00241,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.78773,9.96192,Office & Commercial,False,Day (08:00),False,5,19.5,50,False,True,0.633,False,False,Ulzburg Süd,ulzburg_sued,2.67,Feeder bus,17.0,6.0,36.8,0,59.8,0.0,16.89,24.2,197.57,46–60 min,35.6,2.47,False
SYN-00242,Hamburg-Harburg,Hamburg,urban,53.46037,9.96999,Office & Commercial,False,Day (08:00),False,4,15.6,23,False,True,-0.031,False,False,Harburg Rathaus,harburg_rathaus,0.75,Walk,9.4,4.0,67.2,1,80.6,0.0,34.69,44.1,324.68,> 60 min,36.5,1.83,False
SYN-00243,Hamburg-Poppenbüttel,Hamburg,suburban,53.6501,10.07908,Office & Commercial,False,Day (08:00),False,4,15.6,43,True,True,0.702,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,19.7,0,30.7,0.0,6.25,14.1,58.48,31–45 min,16.6,2.18,False
SYN-00244,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.55421,9.96067,Office & Commercial,False,Day (08:00),False,2,7.8,43,False,True,1.204,True,False,Stephansplatz,stephansplatz,2.45,Feeder bus,16.3,2.0,43.4,0,61.7,0.0,21.34,31.1,99.87,> 60 min,30.6,1.98,False
SYN-00245,Hamburg-Wandsbek,Hamburg,urban,53.57277,10.08422,Field & Sales,False,Day (08:00),False,1,3.9,62,False,True,-0.896,False,True,Barmbek,barmbek,4.08,Feeder bus,21.2,2.0,40.5,1,63.8,0.0,17.47,29.2,40.87,> 60 min,34.6,2.18,False
SYN-00246,Tangstedt,Kr. Stormarn,rural,53.73746,10.06562,Office & Commercial,False,Day (08:00),False,4,15.6,28,False,True,-0.768,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,24.5,0,35.5,0.0,7.77,15.8,72.74,31–45 min,19.7,2.25,False
SYN-00247,Hamburg-Wandsbek,Hamburg,urban,53.57256,10.03847,Office & Commercial,False,Day (08:00),False,4,15.6,38,False,True,0.262,False,False,Barmbek,barmbek,2.06,Feeder bus,15.2,2.0,40.5,1,57.7,0.0,17.19,29.1,160.86,46–60 min,28.6,1.98,False
SYN-00248,Hamburg-Barmbek,Hamburg,urban_core,53.58857,10.02096,Office & Commercial,False,Day (08:00),False,3,11.7,32,False,False,0.401,False,False,Alsterdorf,alsterdorf,2.26,Feeder bus,15.8,2.0,33.1,0,50.9,0.0,14.94,27.7,104.89,46–60 min,23.2,1.84,False
SYN-00249,Hamburg-Winterhude,Hamburg,urban_core,53.58846,9.99147,Production & Technical,True,Late (14:00),True,5,19.5,31,False,False,1.926,False,False,Kellinghusenstraße,kellinghusenstrasse,0.2,Walk,2.5,3.6,37.8,0,43.9,0.0,15.57,28.1,182.2,31–45 min,15.8,1.56,False
SYN-00250,Hamburg-Barmbek,Hamburg,urban_core,53.58913,10.02994,Production & Technical,False,Day (08:00),False,5,19.5,54,True,True,0.853,False,False,Alsterdorf,alsterdorf,2.45,Feeder bus,16.3,2.0,33.1,0,51.5,0.0,14.76,27.6,172.66,46–60 min,23.9,1.87,False
SYN-00251,Hamburg-Rahlstedt,Hamburg,suburban,53.62748,10.15336,Production & Technical,True,Late (14:00),True,5,19.5,42,False,True,-0.17,False,False,Volksdorf,volksdorf,2.25,Feeder bus,15.8,3.6,73.0,2,92.4,0.0,13.05,21.0,152.64,> 60 min,71.4,4.4,False
SYN-00252,Tangstedt,Kr. Stormarn,rural,53.70952,10.09935,Production & Technical,True,Early (06:00),True,5,19.5,36,False,True,0.406,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,18.3,0,29.3,0.0,5.8,13.6,67.83,≤ 30 min,15.7,2.15,False
SYN-00253,Hamburg-Eppendorf,Hamburg,urban_core,53.5949,9.96558,Production & Technical,False,Day (08:00),False,5,19.5,36,True,True,-1.597,False,False,Hudtwalckerstraße,hudtwalckerstrasse,2.49,Feeder bus,16.5,2.0,36.5,0,55.0,0.0,15.58,28.1,182.27,46–60 min,26.9,1.96,False
SYN-00254,Hamburg-Poppenbüttel,Hamburg,suburban,53.65634,10.05253,Production & Technical,True,Early (06:00),True,5,19.5,36,False,True,-0.615,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,14.6,0,25.6,0.0,4.63,12.2,54.14,≤ 30 min,13.4,2.1,True
SYN-00255,Hamburg-Poppenbüttel,Hamburg,suburban,53.64585,10.09074,Office & Commercial,False,Day (08:00),False,5,19.5,37,True,True,0.271,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,23.1,0,34.1,0.0,7.32,15.3,85.66,31–45 min,18.8,2.23,False
SYN-00256,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.58106,9.89496,Production & Technical,True,Night (22:00),True,5,19.5,28,False,True,1.499,True,False,Langenfelde,langenfelde,1.93,Feeder bus,14.8,6.0,63.5,1,84.3,0.0,20.84,30.9,243.86,> 60 min,53.4,2.73,False
SYN-00257,Hamburg-Bergedorf,Hamburg,suburban,53.47791,10.22326,Office & Commercial,False,Day (08:00),False,4,15.6,39,False,True,0.15,False,False,Bergedorf,bergedorf,2.04,Feeder bus,15.1,4.0,70.7,2,89.9,0.0,35.12,44.3,328.68,> 60 min,45.6,2.03,False
SYN-00258,Hamburg-Langenhorn,Hamburg,urban,53.6611,10.00998,Production & Technical,True,Early (06:00),True,5,19.5,38,False,True,1.675,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,16.0,0,27.0,0.0,5.06,17.6,59.15,≤ 30 min,9.4,1.53,False
SYN-00259,Norderstedt,Kr. Segeberg,suburban,53.73005,10.0269,Office & Commercial,False,Day (08:00),False,2,7.8,34,True,False,0.901,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,21.2,0,32.2,0.0,6.7,14.6,31.35,31–45 min,17.6,2.21,False
SYN-00260,Hamburg-Wandsbek,Hamburg,urban,53.57684,10.09024,Production & Technical,True,Early (06:00),True,5,19.5,44,False,True,-0.372,False,False,Barmbek,barmbek,4.31,Feeder bus,21.9,3.6,42.5,1,68.1,0.0,16.98,29.0,198.7,> 60 min,39.1,2.35,False
SYN-00261,Hamburg-Langenhorn,Hamburg,urban,53.68051,9.99558,Office & Commercial,False,Day (08:00),False,3,11.7,45,False,False,-0.04,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,14.6,0,25.6,0.0,4.62,16.7,32.45,≤ 30 min,8.9,1.53,True
SYN-00262,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.77686,9.99691,Production & Technical,True,Early (06:00),True,5,19.5,36,True,True,0.408,False,False,Ulzburg Süd,ulzburg_sued,0.94,Walk,11.8,6.0,36.8,0,54.5,0.0,14.19,22.0,166.07,46–60 min,32.5,2.48,False
SYN-00263,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.64154,10.1712,Office & Commercial,False,Day (08:00),False,2,7.8,40,False,True,-0.515,False,False,Volksdorf,volksdorf,1.12,Feeder bus,12.4,2.0,67.0,2,81.4,0.0,13.03,21.0,60.96,> 60 min,60.4,3.88,False
SYN-00264,Hamburg-Langenhorn,Hamburg,urban,53.67226,10.03517,Production & Technical,True,Late (14:00),True,5,19.5,64,False,True,1.315,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,7.6,0,18.6,0.0,2.42,11.6,28.33,≤ 30 min,7.0,1.6,True
SYN-00265,Wedel,Kr. Pinneberg,suburban,53.568,9.70599,Field & Sales,False,Day (08:00),False,1,3.9,64,False,True,-1.575,False,True,Wedel,wedel,2.1,Feeder bus,15.3,4.0,78.5,1,97.8,0.0,35.17,35.3,82.31,> 60 min,62.5,2.77,False
SYN-00266,Hamburg-Ohlsdorf,Hamburg,urban,53.6288,10.0125,Production & Technical,True,Late (14:00),True,5,19.5,30,False,True,0.666,False,False,Fuhlsbüttel,fuhlsbuettel,1.37,Feeder bus,13.1,3.6,26.5,0,43.2,0.0,9.24,23.1,108.06,31–45 min,20.1,1.87,False
SYN-00267,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.67171,10.0947,Office & Commercial,False,Day (08:00),False,2,7.8,32,True,True,0.802,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,15.4,0,26.4,0.0,4.86,12.5,22.77,≤ 30 min,13.9,2.11,True
SYN-00268,Hamburg-Fuhlsbüttel,Hamburg,urban,53.64083,10.02763,Production & Technical,True,Late (14:00),True,5,19.5,30,True,True,0.037,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,22.5,0,33.5,0.0,7.12,20.6,83.33,31–45 min,12.9,1.63,False
SYN-00269,Hamburg-Langenhorn,Hamburg,urban,53.65839,10.00633,Office & Commercial,False,Day (08:00),False,4,15.6,54,False,True,-0.589,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,17.6,0,28.6,0.0,5.58,18.4,52.19,≤ 30 min,10.2,1.55,False
SYN-00270,Norderstedt,Kr. Segeberg,suburban,53.69335,9.99946,Office & Commercial,False,Day (08:00),False,3,11.7,38,True,True,-0.109,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,13.5,0,24.5,0.0,4.28,11.7,30.07,≤ 30 min,12.8,2.09,True
SYN-00271,Norderstedt,Kr. Segeberg,suburban,53.68308,9.96118,Production & Technical,True,Early (06:00),True,5,19.5,45,False,True,0.662,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,24.0,0,35.0,0.0,7.6,15.6,88.92,31–45 min,19.4,2.24,False
SYN-00272,Hamburg-Ohlsdorf,Hamburg,urban,53.61948,10.0332,Production & Technical,True,Early (06:00),True,5,19.5,64,False,True,-0.717,False,False,Ohlsdorf,ohlsdorf,0.4,Walk,4.9,3.6,29.4,0,37.9,0.0,10.2,24.0,119.3,31–45 min,13.9,1.58,False
SYN-00273,Norderstedt,Kr. Segeberg,suburban,53.69772,10.00535,Production & Technical,True,Late (14:00),True,5,19.5,42,False,True,-1.169,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,12.6,0,23.6,0.0,3.99,11.3,46.71,≤ 30 min,12.3,2.09,True
SYN-00274,Hamburg-Wandsbek,Hamburg,urban,53.56128,10.07413,Production & Technical,True,Early (06:00),True,5,19.5,50,False,True,1.167,True,False,Hasselbrook,hasselbrook,2.34,Feeder bus,16.0,6.0,45.8,1,67.8,0.0,19.03,30.0,222.6,> 60 min,37.8,2.26,False
SYN-00275,Hamburg-Billstedt/Horn,Hamburg,urban,53.53091,10.07658,Field & Sales,False,Day (08:00),False,1,3.9,48,True,True,0.449,False,True,Tiefstack,tiefstack,1.45,Feeder bus,13.3,4.0,57.8,1,75.1,0.0,23.58,32.0,55.17,> 60 min,43.1,2.35,False
SYN-00276,Hamburg-Winterhude,Hamburg,urban_core,53.58347,10.00988,Production & Technical,True,Late (14:00),True,5,19.5,36,True,True,1.458,False,False,Lattenkamp,lattenkamp,2.1,Feeder bus,15.3,3.6,35.3,0,54.2,0.0,15.87,28.3,185.69,46–60 min,25.9,1.92,False
SYN-00277,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.59714,10.09383,Production & Technical,True,Early (06:00),True,5,19.5,54,False,False,0.709,False,False,Barmbek,barmbek,4.64,Feeder bus,22.9,3.6,42.5,1,69.0,0.0,14.13,27.2,165.28,> 60 min,41.8,2.54,False
SYN-00278,Hamburg-Rotherbaum,Hamburg,urban_core,53.57682,9.96714,Field & Sales,False,Day (08:00),False,3,11.7,33,False,True,2.68,True,True,Hoheluftbrücke,hoheluftbruecke,0.63,Walk,7.8,2.0,46.3,1,56.1,0.0,17.98,29.5,126.19,46–60 min,26.6,1.9,False
SYN-00279,Neumünster,Kr. Neumünster,suburban,54.07357,9.95532,Production & Technical,True,Late (14:00),True,5,19.5,57,False,True,0.765,False,False,Neumünster,neumuenster,2.26,Feeder bus,15.8,6.0,138.4,2,160.1,0.0,58.59,54.8,685.55,> 60 min,105.3,2.92,False
SYN-00280,Quickborn,Kr. Pinneberg,suburban,53.72225,9.92163,Production & Technical,False,Day (08:00),False,5,19.5,36,False,True,-0.724,False,False,Quickborn,quickborn,1.8,Feeder bus,14.4,6.0,42.8,0,63.2,0.0,12.29,20.3,143.79,> 60 min,42.9,3.11,False
SYN-00281,Norderstedt,Kr. Segeberg,suburban,53.71238,9.96223,Office & Commercial,False,Day (08:00),False,3,11.7,37,False,True,0.454,False,False,Norderstedt Mitte,norderstedt_mitte,2.57,Feeder bus,16.7,2.0,23.0,0,41.7,0.0,8.4,16.5,58.96,31–45 min,25.2,2.53,False
SYN-00282,Hamburg-Niendorf,Hamburg,urban,53.6231,9.94315,Lab & R&D,False,Day (08:00),False,5,19.5,30,True,True,-0.207,False,False,Niendorf Markt,niendorf_markt,0.97,Feeder bus,11.9,2.0,50.7,0,64.6,0.0,13.28,26.6,155.34,> 60 min,38.0,2.43,False
SYN-00283,Hamburg-Poppenbüttel,Hamburg,suburban,53.66567,10.1061,Office & Commercial,False,Day (08:00),False,3,11.7,32,False,True,-0.387,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,19.6,0,30.6,0.0,6.19,14.1,43.48,31–45 min,16.5,2.17,False
SYN-00284,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.65069,10.10102,Office & Commercial,False,Day (08:00),False,4,15.6,37,False,True,-1.429,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,23.0,0,34.0,0.0,7.29,15.3,68.28,31–45 min,18.7,2.22,False
SYN-00285,Hamburg-Wandsbek,Hamburg,urban,53.57153,10.09593,Field & Sales,False,Day (08:00),False,1,3.9,20,False,True,0.231,True,True,Friedrichsberg,friedrichsberg,4.28,Feeder bus,21.8,4.0,42.0,1,67.9,0.0,17.88,29.4,41.83,> 60 min,38.5,2.31,False
SYN-00286,Hamburg-Barmbek,Hamburg,urban_core,53.58475,10.03387,Production & Technical,True,Late (14:00),True,5,19.5,39,False,True,0.945,True,False,Alsterdorf,alsterdorf,3.16,Feeder bus,18.5,3.6,33.1,0,55.2,0.0,15.38,28.0,179.98,46–60 min,27.2,1.97,False
SYN-00287,Norderstedt,Kr. Segeberg,suburban,53.70819,10.04749,Field & Sales,False,Day (08:00),False,2,7.8,36,False,True,-0.066,False,True,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,10.1,0,21.1,0.0,3.19,10.3,14.93,≤ 30 min,10.8,2.05,True
SYN-00288,Hamburg-Winterhude,Hamburg,urban_core,53.58975,9.99357,Lab & R&D,False,Day (08:00),False,4,15.6,51,False,True,-0.899,False,False,Hudtwalckerstraße,hudtwalckerstrasse,0.32,Walk,3.9,2.0,36.5,0,42.5,0.0,15.33,28.0,143.49,31–45 min,14.5,1.52,False
SYN-00289,Hamburg-Uhlenhorst,Hamburg,urban_core,53.56964,10.04361,Lab & R&D,False,Day (08:00),False,3,11.7,47,False,True,-1.256,False,False,Hasselbrook,hasselbrook,0.55,Walk,6.9,4.0,43.8,1,54.7,0.0,17.61,29.3,123.64,46–60 min,25.4,1.87,False
SYN-00290,Hamburg-Langenhorn,Hamburg,urban,53.65964,10.01654,Production & Technical,True,Night (22:00),True,5,19.5,34,False,True,2.395,True,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,15.4,0,26.4,0.0,4.89,17.3,57.16,≤ 30 min,9.1,1.53,True
SYN-00291,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.79523,9.97704,Production & Technical,True,Late (14:00),True,5,19.5,37,True,True,0.308,False,False,Ulzburg Süd,ulzburg_sued,2.88,Feeder bus,17.6,6.0,36.8,0,60.4,0.0,17.38,24.6,203.37,> 60 min,35.8,2.46,False
SYN-00292,Norderstedt,Kr. Segeberg,suburban,53.68506,10.02768,Office & Commercial,False,Day (08:00),False,5,19.5,39,True,True,-0.874,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,5.3,0,16.3,0.0,1.69,8.3,19.77,≤ 30 min,8.0,1.96,True
SYN-00293,Tornesch,Kr. Pinneberg,rural,53.70971,9.7051,Office & Commercial,False,Day (08:00),False,4,15.6,58,False,True,-0.105,False,False,Tornesch,tornesch,1.57,Feeder bus,13.7,6.0,81.0,1,100.7,0.0,30.53,32.9,285.72,> 60 min,67.8,3.06,False
SYN-00294,Hamburg-Langenhorn,Hamburg,urban,53.68783,10.0158,Office & Commercial,False,Day (08:00),False,2,7.8,33,True,True,2.489,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,8.6,0,19.6,0.0,2.72,12.3,12.75,≤ 30 min,7.3,1.59,True
SYN-00295,Kaltenkirchen,Kr. Segeberg,suburban,53.84631,9.9459,Lab & R&D,False,Day (08:00),False,5,19.5,34,True,True,0.654,False,False,Kaltenkirchen,kaltenkirchen,1.7,Feeder bus,14.1,6.0,59.9,1,80.0,0.0,25.53,30.1,298.7,> 60 min,49.9,2.66,False
SYN-00296,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.63724,9.8709,Office & Commercial,False,Day (08:00),False,4,15.6,30,False,True,-2.687,False,False,Schnelsen,schnelsen,3.91,Feeder bus,20.7,6.0,49.9,0,76.6,0.0,17.3,24.5,161.97,> 60 min,52.1,3.13,False
SYN-00297,Reinbek/Glinde,Kr. Stormarn,suburban,53.53381,10.19834,Production & Technical,False,Day (08:00),False,5,19.5,26,False,True,2.819,False,False,Glinde (Bus),glinde,1.44,Feeder bus,13.3,6.0,84.6,2,104.0,0.0,26.67,30.8,312.09,> 60 min,73.2,3.38,False
SYN-00298,Hamburg-Harburg,Hamburg,urban,53.48097,9.98721,Production & Technical,False,Day (08:00),False,5,19.5,45,True,True,-1.749,True,False,Wilhelmsburg,wilhelmsburg,3.89,Feeder bus,20.7,4.0,60.0,1,84.7,0.0,31.37,43.3,367.0,> 60 min,41.4,1.96,False
SYN-00299,Hamburg-Wilhelmsburg,Hamburg,urban,53.49462,10.02383,Production & Technical,False,Day (08:00),False,5,19.5,44,False,True,-0.089,False,False,Wilhelmsburg,wilhelmsburg,1.52,Feeder bus,13.6,4.0,60.0,1,77.6,0.0,28.94,42.7,338.62,> 60 min,34.9,1.82,False
SYN-00300,Hamburg-Rahlstedt,Hamburg,suburban,53.61908,10.12996,Production & Technical,False,Day (08:00),False,5,19.5,56,False,True,-1.467,False,False,Meiendorfer Weg,meiendorfer_weg,1.23,Feeder bus,12.7,2.0,64.6,3,79.3,0.0,12.61,20.6,147.55,> 60 min,58.7,3.85,False
SYN-00301,Hamburg-Wilhelmsburg,Hamburg,urban,53.49809,9.98131,Production & Technical,False,Day (08:00),False,5,19.5,53,False,True,-0.773,False,False,Wilhelmsburg,wilhelmsburg,2.83,Feeder bus,17.5,4.0,60.0,1,81.5,0.0,28.94,42.7,338.58,> 60 min,38.8,1.91,False
SYN-00302,Hamburg-Langenhorn,Hamburg,urban,53.65476,10.01193,Office & Commercial,False,Day (08:00),False,4,15.6,64,False,True,0.068,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,18.1,0,29.1,0.0,5.72,18.7,53.57,≤ 30 min,10.4,1.56,False
SYN-00303,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.54575,9.97395,Office & Commercial,False,Day (08:00),False,2,7.8,41,True,False,-1.704,False,False,Landungsbrücken,landungsbruecken,0.39,Walk,4.9,2.0,53.1,1,60.0,0.0,22.16,31.4,103.69,> 60 min,28.6,1.91,False
SYN-00304,Hamburg-Uhlenhorst,Hamburg,urban_core,53.5729,10.01315,Office & Commercial,False,Day (08:00),False,3,11.7,39,True,True,0.31,False,False,Klosterstern,klosterstern,1.63,Feeder bus,13.9,2.0,39.5,0,55.4,0.0,17.37,29.2,121.97,46–60 min,26.2,1.9,False
SYN-00305,Quickborn,Kr. Pinneberg,suburban,53.72493,9.87751,Production & Technical,False,Day (08:00),False,5,19.5,28,False,True,1.281,False,False,Quickborn,quickborn,2.34,Feeder bus,16.0,6.0,42.8,0,64.8,0.0,16.05,23.5,187.84,> 60 min,41.3,2.76,False
SYN-00306,Hamburg-Eppendorf,Hamburg,urban_core,53.58061,9.98818,Office & Commercial,False,Day (08:00),False,4,15.6,50,True,False,-0.627,True,False,Klosterstern,klosterstern,0.8,Walk,10.1,2.0,39.5,0,51.5,0.0,16.78,28.9,157.1,46–60 min,22.6,1.78,False
SYN-00307,Hamburg-Winterhude,Hamburg,urban_core,53.60583,9.99538,Office & Commercial,False,Day (08:00),False,5,19.5,43,False,False,-1.057,True,False,Alsterdorf,alsterdorf,1.79,Feeder bus,14.4,2.0,33.1,0,49.5,0.0,13.0,26.4,152.06,46–60 min,23.1,1.88,False
